a "3 bins" c "10 bins" e
CIFFD 1.1656228861386138 0.0038850777825361407 1.1141145554455445 0.0033765260777274407
CDNFL 1.178299702970297 0.00219913777763697 1.17910801980198 0.0022722169589602143
