a "3 bins" c "10 bins" e
CIFFD 1.1557451156328902 0.004686683677146359 1.0707838368886433 0.002709479156727444
CDNFL 1.2145445977003029 0.0027001315959350627 1.2312533950420725 0.0025742396030939037
